0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1.5460361,0.28822115,0.00890352,-0.29254493,0.10630775,0.10897921,0.18892762,-0.09827407,0.2346823,-0.7221297,0.20644207,-0.116054356,0.5613614,-0.52268505,0.25964078,0.17642143,-0.48217982,0.45389646,0.36586195,-0.076958545,0.54077303,0.46325415,-0.012713549,0.56789815,0.21545136,0.37248492,-0.7713956
1.1083966,0.19862479,-0.066960886,-0.36286518,0.11253015,0.1015137,0.14643434,0.18048447,0.19089101,-0.6689746,0.15457939,-0.08918993,0.4769206,-0.54437405,0.24288547,0.18369474,-0.369073,0.34517062,0.19234556,-0.04974573,0.3610803,0.4238248,-0.23282036,0.4847925,0.15701412,0.23742923,-0.6993951
3.428572,0.5441855,-0.6080433,-0.9753204,0.68563026,0.44292828,0.7214111,0.34048837,-0.234509,-1.7195177,0.089585796,-0.78866905,0.8243204,-1.2819829,0.756562,0.7363783,-0.6511181,1.2652099,0.4621834,-0.017262353,1.326357,1.256892,-0.14408942,1.1869116,0.8918833,0.35534155,-1.3098471
4.4267273,0.6785434,-0.8444238,-1.5464445,0.636662,0.48861906,0.91623706,0.37667033,0.16505754,-1.9213085,0.683474,-0.39198932,1.5938216,-2.1364033,0.6842003,0.6469119,-1.8709682,1.0646727,0.6819474,-0.25109404,1.4643492,1.4686483,-0.4334996,1.7681231,0.73045254,0.975891,-2.0467815
1.7537653,0.42027137,-0.1714219,-0.7871998,0.29962286,0.028671186,0.19870481,0.22406228,0.28433084,-1.2114222,0.24559794,-0.13847587,0.6281605,-0.90624666,0.5051229,0.27149606,-0.50355005,0.6845054,0.48361576,-0.2599425,0.6520401,0.6016361,-0.56763816,0.7513264,0.2337807,0.3296459,-1.3279045
2.178165,0.5883616,-0.060521133,-0.31567243,0.10409162,0.020579316,0.29402035,0.0781652,0.25172973,-1.0733337,0.13480629,-0.12088342,0.58599293,-0.48424625,0.45348373,0.26068836,-0.5744725,0.47830763,0.42295146,-0.17117976,0.7252459,0.70256984,-0.36484438,0.64862794,0.20121837,0.49859315,-1.1171578
2.8291104,0.60902053,-0.49121276,-0.37344736,0.5640642,0.16619083,0.58110416,0.14939012,0.22530568,-1.1172719,-0.17624852,-0.5847452,0.29259682,-0.6574925,0.80541676,0.44318625,-0.59342325,0.37718645,0.15235038,-0.017335558,0.9792297,1.0246056,-0.29432747,0.8990952,0.39047933,0.16987419,-1.1445699
3.0447958,0.69174314,-0.10563004,-0.8204615,0.23556326,-0.039033726,0.45174798,-0.27285832,0.11141155,-1.2405031,0.31372085,-0.26215076,0.61978745,-0.6504339,0.5150778,0.39084268,-0.5912649,1.1497988,0.7388977,-0.30011857,1.0132977,0.67902166,-0.30421874,0.7022606,0.58124757,0.5875024,-1.3317838
0.781035,0.32154775,0.07897718,-0.29364568,0.04030884,-0.11546701,0.18495926,0.40132847,0.24186099,-0.9085305,0.066898264,-0.32467908,0.269365,-0.53571737,0.44303098,0.26097205,-0.3387842,0.16632628,0.0876527,0.05811949,0.17727128,0.5908515,-0.47049686,0.45338845,0.20749782,0.2946189,-0.6019622
1.8101773,0.5330676,0.03517405,-0.33136538,0.098074034,0.084426045,0.11406806,-0.050135814,0.20991388,-0.8532027,0.13867325,-0.20376569,0.5519199,-0.52574,0.32425895,0.08862335,-0.41107395,0.52547735,0.2600359,-0.09690403,0.78989494,0.5643102,-0.22604549,0.49816397,0.23343591,0.4204212,-0.94069844
2.8713036,0.5563814,-0.371377,-0.52932036,0.21579766,0.23242982,0.5010549,0.5246286,0.2790214,-1.4271069,0.28986743,-0.1933734,0.74875546,-1.2619189,0.48284253,0.37052536,-1.195139,0.5098133,0.37727678,-0.06692625,0.9666459,1.0800357,-0.61399233,0.9419243,0.30085415,0.60989904,-1.2441328
1.5427936,0.54146457,-0.12855513,-0.33841997,0.23357497,-0.0806735,0.5040441,0.38373062,0.15416303,-1.0510983,-0.081188776,-0.38396826,0.12603042,-0.5611085,0.5826381,0.3821625,-0.39463705,0.108942114,0.13150941,0.014558846,0.50109446,0.69663996,-0.5332516,0.6813177,0.23713312,0.20560126,-0.7853082
3.6505666,0.65769345,-0.35817108,-0.9888488,0.6183179,0.25172025,0.4626065,0.22555938,0.046522185,-1.5374916,0.23599814,-0.43214914,1.0655812,-1.2864006,0.5071544,0.48562005,-0.7319424,1.0874262,0.37427872,-0.1713882,1.3724667,1.1414398,-0.3308731,1.0386212,0.6019813,0.45249486,-1.4929533
3.0054855,0.47496063,-0.25440788,-0.81925297,0.43222544,0.29136303,0.38031688,0.0015256684,0.32712844,-1.480577,0.25824565,-0.22124824,0.95450485,-0.8764707,0.67228276,0.35219458,-0.6179989,1.0327879,0.5843519,-0.39105254,1.0254765,0.8931334,-0.3068494,0.9666594,0.7866704,0.58139694,-1.5664723
1.0320772,0.35067925,-0.09848818,-0.060181707,0.19763592,0.10095994,0.3069429,0.122890934,0.1347711,-0.6406401,-0.10680798,-0.43978757,0.0019962322,-0.22022358,0.4574092,0.29704884,-0.25522855,0.12012002,0.07395138,0.10296135,0.36670053,0.5039712,-0.19083339,0.42893896,0.18189198,0.11840467,-0.564076
2.8260887,0.39269492,-0.40239626,-0.65309954,0.3953825,0.17899315,0.28485107,0.1721577,0.287785,-1.1820714,0.13220215,-0.2779055,1.1119032,-1.1810224,0.52194434,0.28569958,-0.7455227,0.70768684,0.34325397,-0.3201519,1.0553733,0.8621861,-0.29181564,0.9892667,0.3447423,0.36431432,-1.3814995
2.0986886,0.3673533,-0.3480259,-0.8628941,0.43884292,0.35790443,0.17412837,0.13710664,-0.021733262,-1.157511,0.24585475,-0.19390637,0.6596617,-0.84625804,0.4217923,0.43271163,-0.33307555,0.9160597,0.36809766,-0.14231288,0.82503587,0.6737061,-0.30207387,0.60748446,0.5606885,0.3004284,-1.0872178
1.7902272,0.24027073,-0.1308493,-0.08215319,0.08446445,0.14113438,0.18821551,0.1614982,0.2715744,-0.70013505,0.22409777,-0.1601741,0.6150971,-0.65970707,0.17693156,0.26235777,-0.85860574,0.39477065,0.42886734,-0.09933315,0.5178533,0.5483508,-0.17829928,0.663474,0.00502369,0.27483273,-0.7983159
1.1670074,0.28652978,-0.18797623,-0.37450916,0.25999022,0.01731892,0.19063956,-0.01319474,0.17920989,-0.5366118,0.12833658,-0.1436831,0.16162796,-0.43298885,0.2816733,0.28083622,-0.3962708,0.32932165,0.30156565,-0.047859125,0.35792205,0.41040754,-0.17681403,0.45279184,0.12681177,0.07541038,-0.6629249
1.4158069,0.4637565,-0.19023177,-0.3304333,0.1883899,0.09790975,0.2278922,-0.013490448,0.2315531,-0.8214072,0.14575823,-0.055762433,0.31410444,-0.62653285,0.41302508,0.25007704,-0.4934314,0.17281967,0.25832316,-0.22446565,0.52310044,0.4679405,-0.30820927,0.6101242,0.21585628,0.15099305,-0.9401817
4.060564,0.7236117,-0.5600507,-0.95429933,0.51904315,0.38222137,0.92494756,0.6331952,-0.065041676,-2.077311,0.23587993,-0.48231634,0.87849385,-1.596374,0.7399523,0.68098897,-1.0251925,1.0373087,0.38318247,-0.14138964,1.4461657,1.4365387,-0.54525536,1.3121021,0.94599235,0.55836856,-1.4348235
0.9035253,0.2890416,-0.36765316,-0.7007367,0.24884377,-0.115786165,0.22737992,0.73837465,0.18885446,-1.1630945,0.2286714,-0.20916343,0.38226634,-1.2240846,0.60347635,0.39352536,-0.62593526,0.20078118,0.06570508,0.070444584,0.25525522,0.78352284,-0.67860687,0.7219133,0.08949976,0.12586662,-0.82473993
3.5310066,0.6900852,-0.29238918,-1.2404625,0.46139294,0.2142871,0.23391846,0.031171754,-0.0102069825,-1.7848845,0.4777316,-0.16393188,1.2874808,-1.2780963,0.45735002,0.44897062,-0.5573837,1.5289892,0.7679616,-0.31468323,1.4081271,0.884446,-0.3859028,1.037513,0.5110743,0.6039058,-1.6544969
2.558797,0.8327037,-0.198586,-0.703735,0.5293183,0.030480085,0.49028388,0.25155246,0.17237234,-1.5627558,-0.03617508,-0.65100026,0.48982203,-0.7593093,0.93141156,0.47228804,-0.5246624,0.6508123,0.38118932,-0.0934917,1.0341272,0.97240907,-0.6274427,0.95323,0.47991955,0.43845415,-1.4885321
3.3798172,0.9171989,-0.56515557,-0.45160818,0.46846226,-0.03253766,0.9099867,0.48357192,-0.008778982,-1.5268006,-0.25530422,-0.83806366,0.28930432,-0.92566454,0.8994485,0.6420123,-0.77318126,0.43299767,0.26051375,0.17287421,1.2385467,1.3229153,-0.5305401,1.088304,0.4868904,0.3328123,-1.0343258
4.006459,0.7109735,-0.59650105,-0.9981075,0.4283357,0.27595404,0.7663068,0.5431535,0.123653516,-1.8793087,0.23087034,-0.36040348,1.032984,-1.5813961,0.5688677,0.59817886,-1.0420265,0.985384,0.4461653,-0.30540553,1.3608177,1.4567941,-0.5541629,1.2054977,0.86103195,0.61064124,-1.4725304
3.9656758,0.54968196,-0.2671148,-1.0353469,0.5017725,0.3910198,0.4820973,0.10151659,0.12898,-1.7717531,0.45963138,-0.18608347,1.2710847,-1.2346455,0.5363293,0.44271126,-0.8132808,1.5190701,0.6990973,-0.38187006,1.4035885,1.069317,-0.23944613,1.1710105,1.007501,0.6316643,-1.594856
1.3801078,0.5293032,-0.0026236447,-0.4959752,0.16013604,-0.035663746,0.41213873,0.50591236,0.1771126,-1.1356001,0.09086559,-0.21263838,0.316347,-0.6021702,0.5280959,0.3487577,-0.5381343,0.18034226,0.110199355,-0.07216218,0.42632878,0.7160387,-0.67847794,0.5498859,0.35559005,0.41885394,-0.8634167
0.9074682,0.16044503,-0.24473983,-0.38560078,0.20440145,0.17858745,0.23053409,0.15406036,0.046928983,-0.65745366,0.012911775,-0.35196865,0.27277908,-0.4953356,0.3976636,0.33570278,-0.27381828,0.44372687,0.21212086,0.062795326,0.37401697,0.46955913,-0.07323607,0.45858657,0.31948116,0.16638057,-0.5177037
3.651025,0.72826946,-0.43576744,-1.2144759,0.6348977,0.4811076,0.4888445,0.28126776,0.014284998,-1.9380088,0.4727493,-0.20368758,1.0568959,-1.2794946,0.69854236,0.58953226,-0.81594306,1.4073966,0.6418809,-0.41841012,1.4044012,1.0645038,-0.5621598,1.1112761,0.9769804,0.5757686,-1.8529496
1.1774547,0.15073752,-0.15934436,-0.1857485,0.16236337,0.13899289,0.30034694,0.37631428,0.14564282,-0.71047753,0.16476163,0.0163536,0.11004364,-0.58290315,0.2320355,0.303217,-0.52756685,0.099933386,0.03599453,0.056191295,0.28198662,0.4264043,-0.47693536,0.37542158,0.0309552,0.12132861,-0.63633883
2.3963954,0.56916857,-0.46897826,-0.9562617,0.19498093,0.08144531,0.38618353,0.565799,0.22433689,-1.4783497,0.22591138,-0.11999214,0.7715715,-1.4879413,0.5618209,0.31825587,-0.93481296,0.59315157,0.2989459,-0.12414301,0.8789637,1.1183124,-0.74205047,0.8262185,0.24780117,0.47277197,-1.3244247
0.5478748,0.15529782,-0.038610872,-0.25557607,0.14464153,0.014866132,0.053202003,0.27617854,0.092052296,-0.5247876,0.09435762,-0.15742221,0.229047,-0.45916396,0.20516331,0.21962819,-0.2020798,0.17640094,0.071741186,0.07224038,0.20620085,0.33177656,-0.24980107,0.33777428,0.07211086,0.07786466,-0.41827026
1.074332,0.45894012,-0.09256943,-0.16249742,0.20175405,-0.15364131,0.37770936,0.18821661,0.3031553,-0.7487222,-0.16580981,-0.40053847,-0.05060462,-0.34056926,0.5765354,0.2584807,-0.30615646,-0.07316007,0.10240578,0.0437157,0.3215509,0.5512391,-0.42391083,0.5687757,0.02920581,0.091335855,-0.69956017
1.355192,0.11532891,-0.17363703,-0.5933358,0.20006129,0.17300868,0.20912105,0.0019600336,0.062954366,-0.68734455,0.28818735,-0.14026469,0.5548503,-0.72472596,0.16233842,0.34816658,-0.5189333,0.5226498,0.48062432,-0.032414295,0.37754577,0.48414463,-0.024058476,0.55511695,0.2898843,0.3730045,-0.68654954
1.1690001,0.2121732,-0.22350834,-0.5838696,0.13382132,0.06343997,0.07722178,0.02706527,0.027504086,-0.6110933,0.15105134,-0.06456428,0.5106254,-0.65522766,0.1874622,0.23159224,-0.29603952,0.4889961,0.3522301,-0.14030415,0.47745296,0.423706,-0.12782356,0.38647622,0.19981983,0.2815671,-0.7031417
2.7033656,0.25393662,-0.27990124,-0.9667314,0.22343475,0.27574658,0.24987565,0.2060189,0.11023418,-1.3871741,0.47338504,0.043304823,1.0984885,-1.1110243,0.23425166,0.40051585,-0.62563235,1.183041,0.7835148,-0.44925922,0.7969113,0.759107,-0.40053746,0.808202,0.49950755,0.53866917,-1.4960716
1.7676462,0.21289662,-0.07438814,-0.13937108,0.12685212,0.23930041,0.18767506,0.07417114,0.17640428,-0.734351,0.24608922,-0.048123576,0.4262519,-0.627095,0.056741454,0.21721436,-0.5730232,0.4344332,0.27114284,-0.10100394,0.5456874,0.5530645,-0.13959546,0.46863553,0.22011705,0.22870809,-0.7150966
1.9521414,0.4693248,-0.18815117,-0.34666803,0.46563312,0.07855174,0.42857727,0.19033946,0.17760053,-1.0515437,-0.038666196,-0.6108032,0.35851997,-0.58382314,0.6592206,0.38591173,-0.47785857,0.5542587,0.28104436,0.043172173,0.7861942,0.69772816,-0.22191156,0.87922156,0.30735707,0.17040852,-0.94087636
2.8606284,0.68078536,-0.07309154,-0.61514634,0.2644187,0.3773961,0.3860832,0.08669235,0.13853657,-1.5700288,0.35821334,-0.07754343,0.7147853,-0.6972896,0.50789416,0.39190626,-0.52657914,0.9167459,0.5373403,-0.38866445,1.05515,0.7540637,-0.49080095,0.7576077,0.8759069,0.65455705,-1.4307919
2.258211,0.44440228,-0.025684748,-0.28715932,0.24639083,0.17425862,0.30339453,0.2202298,0.0032290444,-1.0026537,0.1277193,-0.26768324,0.52526045,-0.64593124,0.3104259,0.32946572,-0.5169214,0.5211562,0.20928796,0.064195454,0.83968455,0.773636,-0.26352364,0.54726696,0.43151549,0.41467962,-0.72267586
1.6743678,0.44639286,-0.3572236,-0.64153177,0.40211877,0.115351394,0.26876187,-0.0002012318,0.15413775,-0.9240542,0.056875885,-0.38173622,0.44156337,-0.69354165,0.6064135,0.3382735,-0.44805196,0.6017713,0.37455437,-0.0775449,0.7164468,0.6432134,-0.1801744,0.7370138,0.29019246,0.21073934,-1.064035
1.298564,0.42566004,-0.2431272,-0.94321805,0.34882176,0.08076288,0.032416455,0.65271026,-0.045642093,-1.1497238,0.2833746,-0.20811412,0.5734625,-1.2517054,0.3377946,0.3159591,-0.46496695,0.56271416,0.036680266,0.06107895,0.5757824,0.76859033,-0.74440855,0.5336849,0.004713228,0.08339182,-1.0872753
1.0493561,0.46836385,-0.027478402,-0.6279691,0.121144764,-0.18650208,0.26983732,0.5526544,0.22178966,-1.1980586,0.08921918,-0.24391305,0.29767382,-0.8829738,0.59863913,0.27446765,-0.41927272,0.124764934,0.059008174,0.02902249,0.29071164,0.7482543,-0.77802217,0.57445425,0.15146334,0.2916022,-0.89488304
3.228679,0.4695882,-0.21899651,-0.73737645,0.20517914,0.72130704,0.46386185,0.30532366,0.10655289,-2.010105,0.58057225,0.10081173,0.84488237,-0.8300086,0.54646635,0.6241537,-0.66260904,1.4369372,0.87305707,-0.53526235,0.9807839,0.8374944,-0.6276723,0.797375,1.2224219,0.7525879,-1.65979
1.4036065,0.20144233,-0.12083363,-0.17343982,0.09132933,0.08873784,0.113664985,0.22321995,0.17623556,-0.61155313,0.1092422,-0.10312889,0.3375796,-0.59631974,0.17254876,0.21097285,-0.5559845,0.28054452,0.16583146,0.10585778,0.43109792,0.6046946,-0.3313934,0.29112947,-0.050762024,0.23830824,-0.64176583
2.545904,0.39639595,-0.4895872,-0.5744968,0.29452175,0.134722,0.3779317,0.37064958,0.35187846,-1.179246,0.20131753,-0.1332681,0.6708687,-1.2682785,0.4168686,0.28104004,-0.9736191,0.46984556,0.35305583,-0.17633669,0.8720164,0.99498284,-0.4705357,0.8556043,0.166613,0.3690636,-1.2057459
3.7284243,0.5277853,-0.2712342,-1.2284997,0.40799478,0.032298014,0.6200693,0.029877651,-0.04997988,-1.6661735,0.52926946,-0.37300324,0.821013,-1.2283195,0.41452578,0.72026014,-0.9313212,1.6449928,1.113111,-0.24029708,1.0100793,1.0457081,-0.40058112,0.9646096,0.7474399,0.59530884,-1.4312544
2.468449,0.5837661,-0.40531906,-0.65000004,0.39174518,0.14947766,0.47636047,0.49523643,0.0002471432,-1.3051338,0.04894323,-0.49000418,0.49509323,-1.1101459,0.5507064,0.47166145,-0.6901173,0.5522993,0.20656545,0.12839651,0.9263649,1.0222669,-0.5211861,0.84822685,0.3154561,0.26184458,-1.0166862
1.8056276,0.59059507,-0.37960076,-1.1005757,0.4257463,0.109680146,0.10020307,0.62563556,-0.11274393,-1.2109821,0.21486531,-0.29634628,0.6376553,-1.3321604,0.31247032,0.36662352,-0.5074349,0.6501793,0.04592687,0.021685343,0.8141321,0.92184824,-0.8033126,0.5389403,-0.058586117,0.10951541,-1.2573748
2.7875547,0.97518075,-0.39403555,-1.3634641,0.5721663,-0.004582271,0.1550042,0.57808757,-0.07437648,-1.5754669,0.2549648,-0.28924364,0.93069947,-1.5034217,0.54167175,0.3805003,-0.699811,0.8570449,0.18515025,-0.099651165,1.3355836,1.076143,-0.9772553,0.78543335,0.09106791,0.37148294,-1.6376531
1.5469661,0.42127627,-0.044174507,-0.29875806,0.011974791,0.16328353,0.3649863,0.2875234,0.16381188,-0.88386846,0.1867155,-0.20595449,0.5523337,-0.51462376,0.47158784,0.28245318,-0.77992916,0.25127858,0.2183408,0.116392866,0.46585461,0.56644243,-0.3555724,0.6553341,0.19627863,0.57394093,-0.81401384
1.5180869,0.3151691,-0.15930681,-0.7030501,0.37167746,0.1065902,0.08785991,0.44629133,-0.048550487,-0.9020833,0.16646881,-0.20132518,0.60899884,-0.9895543,0.27776584,0.25957695,-0.3851126,0.40502736,0.020066876,0.0403352,0.66372305,0.65564704,-0.5124321,0.47703508,0.0871533,0.20692705,-0.91394174
2.2990537,0.43913236,-0.4736944,-0.685269,0.31331274,0.14379781,0.3649818,0.70249426,0.1877436,-1.3591843,0.09618757,-0.24270824,0.46909493,-1.3964044,0.52561116,0.3706435,-0.8954171,0.39872375,0.115777746,0.10623222,0.783638,1.1255902,-0.8151521,0.6893551,0.07979003,0.28602037,-1.1404011
3.7387528,0.42637512,-0.060097016,-0.74231106,-0.16626847,0.4900488,0.51761377,0.044903815,0.17562258,-2.0976334,0.40351602,-0.04632692,1.0908853,-0.70936763,0.59679145,0.4722892,-0.41652673,1.6641661,0.9636876,-0.59228086,1.0546058,0.87699074,-0.48110425,0.7046541,1.1823498,1.0750351,-1.6083627
0.5607442,0.15752068,0.01307288,-0.07911372,0.037508145,0.09233987,0.118622676,0.15851876,0.13856876,-0.42004615,0.06654207,-0.048199836,0.08608723,-0.24504603,0.14777,0.18667254,-0.22684643,0.043510668,0.06535413,0.049110122,0.1430296,0.30639267,-0.17987019,0.22818233,0.1672587,0.13690785,-0.29240686
1.0044179,0.38190445,-0.024128975,-0.1897961,0.12833644,-0.11273691,0.31882277,0.23400706,0.2510149,-0.7418877,-0.081530906,-0.29769,0.041726165,-0.3977817,0.46271524,0.21416426,-0.27987075,0.005978564,0.08166193,0.034519605,0.31616393,0.47238564,-0.42140794,0.50137496,0.059845574,0.13332726,-0.623837
2.960524,1.0888737,-0.23961553,-1.1903213,0.537026,-0.041892946,0.27259627,0.5496916,0.027865596,-1.7002752,0.26176584,-0.21088961,0.81317735,-1.2869741,0.6253289,0.40505168,-0.77834886,0.71015316,0.29971012,-0.22534646,1.2727888,1.1135237,-1.087939,0.8303828,0.2476114,0.4862265,-1.7907724
1.4244517,0.2829864,-0.18433242,-0.41929582,0.35216263,0.15510121,0.17352238,-0.01189498,0.18848577,-0.6384644,0.15196946,-0.1317167,0.3133185,-0.5017536,0.275726,0.29762015,-0.34940997,0.3391271,0.22741266,-0.08831169,0.45921674,0.48748684,-0.17396915,0.44756144,0.16084713,0.12166655,-0.8548587
